,LR,RF,NN
0,0.8221718697549514,0.8103390399462908,0.8306478684122188
1,0.8222557905337362,0.7949815374286673,0.8212487411883183
2,0.8199899295065458,0.8110943269553541,0.8333333333333334
3,0.8205773749580396,0.8084927828130245,0.8264518294729775
4,0.8230949983215844,0.8040449815374286,0.8251090970124203
