,LR,RF,NN
0,0.7117321248741189,0.8025344075193018,0.8116817724068479
1,0.708291372943941,0.7962403491104397,0.8093319906008728
2,0.7192849949647533,0.8084088620342397,0.8124370594159114
3,0.7225579053373615,0.7992614971466935,0.8142833165491776
4,0.7208794897616649,0.8018630412890232,0.8139476334340383
