,LR,RF,NN
0,0.7563779791876468,0.81797583081571,0.8476837865055388
1,0.7537764350453172,0.8091641490433031,0.841305807317892
2,0.7586438402148372,0.8193185632762672,0.8443269553541457
3,0.7625041960389393,0.8160456529036589,0.8485229942933871
4,0.756294058408862,0.8137797918764687,0.8416414904330313
