,LR,RF,NN
0,0.7691339375629406,0.8027861698556562,0.80824102047667
1,0.763595166163142,0.7963242698892246,0.8085767035918093
2,0.7742531050688151,0.8068982880161127,0.8026183282980867
3,0.771399798590131,0.8020308828465929,0.813611950318899
4,0.7703088284659282,0.8032057737495804,0.81310842564619
