,LR,RF,NN
0,0.7550352467270897,0.8121013763007721,0.8475998657267539
1,0.7519301779120511,0.8099194360523666,0.8382846592816381
2,0.7591473648875462,0.81554212823095,0.8439912722390064
3,0.7614132259147365,0.8182275931520645,0.8455857670359181
4,0.7575528700906344,0.8131923464249748,0.8426485397784491
