,anova,pvalue,mutual,mix
0,7105.109501122066,0.0,0.47761677159263316,3393.5194617380653
1,17432.016693384678,0.0,0.6927865340919825,12076.666427243552
2,4009.562390310889,0.0,0.26297077421956727,1054.3977260617132
3,1529.844775070525,0.0,0.23446848948974797,358.70039356456925
4,2963.80968426933,0.0,0.22759464048605738,674.5471995603733
5,48.11832997790184,2.547697411491514e-87,0.23067384042119654,11.099639970657005
6,1688.6790873234215,0.0,0.1858355225367765,313.81656058967485
7,3777.6745185552004,0.0,0.27150105537178293,1025.642618638829
8,821.1107023598639,0.0,0.12807728650771466,105.1656306806951
9,284.68687467051785,0.0,0.1929223692307538,54.92246635033497
10,572.005378098265,0.0,0.0953927269825372,54.565152865470765
11,1373.481158970913,0.0,0.15443903030814088,212.1190983379693
12,325.70466610262594,0.0,0.14790578981662206,48.17360588686806
13,184.2402196807193,0.0,0.09662524132071981,17.802255687631934
14,858.61219562468,0.0,0.12874769279369458,110.54433919120589
15,305.26016120398816,0.0,0.10387438767402823,31.70871232633942
16,279.46436524276805,0.0,0.11334407458506934,31.675629857945363
17,205.16532369779117,0.0,0.05842620236264873,11.987030720165476
18,102.79302165393499,7.860367663758776e-192,0.03592409745053882,3.692746527131307
19,100.67310311515514,8.802615273197115e-188,0.03344611932433139,3.3671246195401974
20,93.87125278033146,8.720947207152384e-175,0.06348448135619167,5.959367797015308
21,124.05640926156093,2.0911458793994644e-232,0.017905664764235496,2.2213124760923098
22,139.89480756294395,1.4153840943697058e-262,0.029716146098791363,4.157134540002746
23,69.35201006153217,6.640900902146945e-128,0.06045533131222269,4.192698745438529
24,129.26129813879095,2.5149266579925745e-242,0.13580865876194004,17.554803530056454
25,196.7462172458001,0.0,0.03229517039725005,6.35395261096749
26,158.63044775884913,3.383601243003137e-298,0.0611200041255624,9.695493621460669
27,274.31046500275943,0.0,0.04263518827954149,11.695278322441226
28,77.41014402983814,2.5789170706639065e-143,0.03362489988120165,2.6029083427927073
29,125.77187942965446,1.1229189193390855e-235,0.044145751449847115,5.552294128681665
30,209.16388411922728,0.0,0.028691937696818215,6.001317131573374
31,45.137956386870094,1.241588008582062e-81,0.019494801436859444,0.879955497027654
32,133.76729019071342,6.559928504312063e-251,0.0318640156184129,4.262363023869663
33,53.641005053781605,7.220124336856518e-98,0.08728231297284772,4.6819109912822725
34,59.29732724162063,1.1175188749933435e-108,0.06997697273211134,4.14944745147397
35,82.987403487096,5.576170954324378e-154,0.02388426158982826,1.9820928535464268
36,22.1955101475807,4.347183740745676e-38,0.13949599416506997,3.0961847540376684
37,78.87280938355677,4.114403769206351e-146,0.0219409185434003,1.730541885973758
38,20.695153574348996,2.8575829749807603e-35,0.02234960311168388,0.4625284687220461
39,129.42666134289465,1.2174436690568289e-242,0.023417395178787714,3.0308352753376915
40,45.64032216598683,1.366169118295226e-82,0.026069131642855847,1.1898035667674625
41,170.64672294371758,5.29e-321,0.016763410008021395,2.8606209832307696
42,37.85532179924856,9.410253331465516e-68,0.01482338478623113,0.5611440012368647
43,46.59655393703819,2.0454765256785113e-84,0.03987152566496688,1.8578756961996314
44,98.73477488799462,4.4409167833112366e-184,0.02841590203552613,2.8056376907169804
45,50.547859365779644,5.850111965225104e-92,0.04792055147852281,2.422281296866975
46,43.28181364863235,4.3085841206885724e-78,0.04520581217458286,1.9565895383753709
47,43.12746597712487,8.485100221571064e-78,0.043829799310126205,1.890268178531679
48,55.61075231184947,1.2435741576147786e-101,0.02374366729502686,1.3204032009186994
49,38.85697607956843,1.1656233767427442e-69,0.01432590875573192,0.5566614938395552
50,35.378818577118025,4.844167217070181e-63,0.03322509468092738,1.1754645969240989
51,19.939748241307726,7.448493527358741e-34,0.03127255261805306,0.6235668260670268
52,3.6718877754619546,0.00013143957442142532,0.040145338747869186,0.14740917859008
53,21.974715690340492,1.1305410398112214e-37,0.02125811579800052,0.4671410507733971
54,37.57751641619511,3.179663041615463e-67,0.011495806089440563,0.4319838420433485
55,17.5172232546403,2.507029996755864e-29,0.055763973963617985,0.9768299814866451
56,46.90738049195227,5.218978909842434e-85,0.03748460783313767,1.7583047622206032
57,75.62752151959751,6.615174923545682e-140,0.04429550214566591,3.3499590417427263
58,45.490883592391036,2.6341024472128937e-82,0.012988361042367114,0.5908520202342691
59,12.435052678105869,6.270616678817617e-20,0.03087322423584382,0.38391016971569275
60,21.30871783254997,2.0159517595705217e-36,0.02882075809319362,0.6141334019280438
61,24.44820849687394,2.4897743739310926e-42,0.016098356895059673,0.3935759858275071
62,31.246963653935946,3.413613801386385e-55,0.01096862336446014,0.34273617560299857
63,12.895856384986816,8.967636068988503e-21,0.08108851263516392,1.0457058134152628
64,19.23647340269323,1.5440151193040902e-32,0.016525875511488763,0.31789956473297293
65,15.643140169148095,7.644792070720762e-26,0.00406456973320557,0.06358263406381161
66,19.170691874072727,2.0497817780780374e-32,0.014978341496269199,0.2871451696096142
67,35.29676617702826,6.938032399532623e-63,0.02354734579383866,0.831145158574753
68,14.824003106382108,2.513052544573947e-24,0.012938603281113625,0.19180189523147412
69,27.38580376409396,7.04429031836855e-48,0.028991441097379056,0.7939539167311117
70,36.310308547500384,8.196595230087595e-65,0.03195977165457409,1.160469169885242
71,16.24382663265746,5.869120937452498e-27,0.014449225849738845,0.23471071967927046
72,12.170385553927268,1.9123242678288202e-19,0.015315608827630722,0.18639686442539788
