,skew,statistic,pvalue
0,0.18198265495234214,17.989895095738113,2.3380002568373866e-72
1,0.07496878502530747,7.461078931840946,8.581681932800351e-14
2,0.45677135153200105,43.43185642535246,0.0
3,0.16959081612631083,16.782563919940966,3.273905723340859e-63
4,-0.19561770992617797,-19.313857155456404,4.107219907141575e-83
5,0.05209777091196366,5.1886488149701435,2.1182544528163237e-07
6,-0.16178810590499731,-16.02046070727665,9.196635115806695e-58
7,0.24285256900697283,23.859920511112126,7.98909888254919e-126
8,0.15693718320523162,15.545959188977822,1.694662435279162e-54
9,-0.021038753662181508,-2.0965308354715684,0.03603512750546848
10,0.23667973602325293,23.269640136431395,9.00118199296617e-120
11,0.08487239297001796,8.443392983546367,3.082565793940157e-17
12,0.013174531667495383,1.3129422483538749,0.18920240920157383
13,0.1244055510642272,12.351036761295015,4.8087691410447287e-35
14,-0.011938575173724852,-1.1897790137867035,0.23413326010877034
15,-0.1329590982468624,-13.193106303151902,9.614054344412048e-40
16,0.012567237687176453,1.252425677867285,0.21041479452034972
17,-0.10823216173842723,-10.75529540489276,5.5954446945810715e-27
18,0.05040932773002469,5.020705776326706,5.14819658079045e-07
19,-0.08852712079674796,-8.805594435885574,1.3016089015209559e-18
20,-0.10123856100625862,-10.063964015027926,7.972221779255646e-24
21,0.013489056748108073,1.344284247208538,0.1788564875545814
22,0.0023502604224199244,0.23423115585972626,0.8148055288109972
23,0.0072799525354070695,0.7255244785029128,0.46813033332358334
24,0.28575019261770024,27.927157562434637,1.2489673595447966e-171
25,0.011628666226746088,1.1588961063505796,0.24649853621884732
26,0.1490859567803966,14.776876554107275,2.065238886162692e-49
27,0.23754581660310356,23.352532105721192,1.2988913955862417e-120
28,-0.0727428052386761,-7.240135267846093,4.482374559815215e-13
29,0.08286992786767483,8.244867737110457,1.653430037103608e-16
30,0.12379516242389343,12.29089471096563,1.0137772452830924e-34
31,-0.0333522983153354,-3.3230309411874894,0.0008904503703924084
32,-0.06599329461639294,-6.5698815523545315,5.035530220669908e-11
33,0.09903791351731234,9.846273781077473,7.11323891463609e-23
34,0.09920072821117609,9.862381992499529,6.059452845558904e-23
35,0.1017230705563934,10.111882614027216,4.89347672750883e-24
36,0.06742326741291993,6.711922283434843,1.9207699582690044e-11
37,0.1498682248718781,14.853564855802569,6.5965492960092005e-50
38,0.007522697915482718,0.7497159569013029,0.45342579499339053
39,-0.01614097199791265,-1.608535632029854,0.1077179188144864
40,0.014480527950258818,1.4430816851046677,0.14899746196722863
41,0.10055307720592009,9.996162886191929,1.5841680971876893e-23
42,0.04619094805446305,4.601027779278842,4.204113491462339e-06
43,-0.0023953845914698557,-0.23872829845163773,0.8113162721003491
44,0.10634593286399516,10.568911840980524,4.1528510841463216e-26
45,-0.009781234079460565,-0.9747933169238822,0.3296627928364261
46,-0.04363955863621577,-4.347135212604601,1.3792719827326593e-05
